sample,TCGA-OL-A66H-01,TCGA-3C-AALK-01,TCGA-AR-A1AH-01,TCGA-AC-A5EH-01,TCGA-EW-A2FW-01,TCGA-E9-A1R0-01,TCGA-BH-A0BL-01,TCGA-AR-A1AJ-01,TCGA-A7-A13G-01,TCGA-AC-A62Y-01,TCGA-E9-A1QZ-01,TCGA-E9-A1R2-01,TCGA-GM-A2DK-01,TCGA-AR-A255-01,TCGA-E2-A15T-01,TCGA-AO-A1KQ-01,TCGA-E9-A1N4-11,TCGA-C8-A1HL-01,TCGA-D8-A1JD-01,TCGA-D8-A1XA-01,TCGA-E9-A5FL-01,TCGA-BH-A1F2-11,TCGA-A7-A3RF-01,TCGA-A7-A3IY-01,TCGA-GM-A2D9-01,TCGA-D8-A3Z5-01,TCGA-E9-A1ND-01,TCGA-EW-A1P5-01,TCGA-E9-A1RD-01,TCGA-AR-A250-01,TCGA-E2-A153-11,TCGA-AR-A1AQ-01,TCGA-LD-A66U-01,TCGA-BH-A1EN-01,TCGA-AO-A1KO-01,TCGA-BH-A0AU-11,TCGA-E9-A1N5-01,TCGA-D8-A1J8-01,TCGA-BH-A0DL-11,TCGA-E9-A3QA-01,TCGA-BH-A18J-11,TCGA-BH-A2L8-01,TCGA-A2-A3XX-01,TCGA-AC-A2FB-01,TCGA-E9-A3X8-01,TCGA-GM-A2DC-01,TCGA-AR-A24N-01,TCGA-E2-A1B0-01,TCGA-EW-A1IW-01,TCGA-EW-A6S9-01,TCGA-E9-A1N3-01,TCGA-GM-A2DN-01,TCGA-BH-A0BQ-11,TCGA-BH-A0DO-11,TCGA-A2-A3XT-01,TCGA-A7-A4SE-01,TCGA-BH-A0DT-01,TCGA-AC-A6IV-01,TCGA-Z7-A8R5-01,TCGA-AR-A2LJ-01,TCGA-AQ-A1H3-01,TCGA-B6-A1KI-01,TCGA-BH-A1EW-01,TCGA-BH-A1FG-01,TCGA-AR-A0TS-01,TCGA-AR-A1AT-01,TCGA-A2-A1G1-01,TCGA-BH-A18R-01,TCGA-D8-A27P-01,TCGA-EW-A2FS-01,TCGA-E2-A1IL-01,TCGA-A7-A3IZ-01,TCGA-E2-A570-01,TCGA-OL-A66J-01,TCGA-AR-A2LO-01,TCGA-BH-A1FC-11,TCGA-A2-A04W-01,TCGA-BH-A201-01,TCGA-LL-A5YM-01
MIMAT0031095,,,,,,,,,,,,,,,,,,,,,,,,,0.5314280801569999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6762,,,,,,,,,0.2694,,,,,
MIMAT0003340,0.6213381340990001,1.27655697644,1.78312785008,0.7673,1.6651255393000002,1.12657947208,1.83912340461,2.19527623512,2.05688059663,1.23239373987,1.11075329704,1.95090387091,2.14000242384,1.97656104787,1.58948188756,0.7877,2.30094609361,1.52491459149,1.21169290553,0.8715,2.85786236222,1.3387541196,0.71019564251,2.70600303054,2.04154851023,0.806152554078,1.56936841347,,1.01649346126,1.82169789046,2.92949053823,0.9345,1.8759371404400005,1.60620814189,3.87412991811,3.3403062452700003,1.85326647434,1.01488659938,1.75204146285,1.00866942088,1.0661,2.1031495605900004,1.75179577473,2.17182431974,2.17149154701,1.87164033243,1.5851791631299998,2.8819074553099995,2.42972853634,3.17067355212,0.575161165316,,1.3799003362399995,1.68326642091,1.73920206569,1.71911692529,1.85210397087,1.08494590891,1.7426248012,2.4773837696900003,1.4255727748,1.78032100757,2.5882876345900003,1.18284983726,4.09970109935,2.12191244561,1.71955448503,1.7528129870700002,0.643118182589,2.16421037495,1.84182948348,1.85820916999,1.81877573883,2.09935561258,2.38818326773,1.59537351317,2.86327732319,2.84907324163,0.7718745832580001
MIMAT0018953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018951,,,,,,,,,,,,0.4951,,,,,,,0.5248,,,,,,0.1523,,,,,,,,,,,,,,,,,,1.98540584992,,,0.3927,,,,,0.2182,0.4344,,,0.4158,,,,,,,,,,0.6762,,,0.84,,0.2551,,,,,0.182060066004,,,,0.1389
MIMAT0018950,0.2381,,,,,,,,,,0.520858974482,,,0.1888,,,,,0.729460389757,,,,,,0.1523,0.3214,,,,,,0.9345,,,,,0.5216,0.4225,,0.2659,,0.6943683370620001,,0.285862557945,,,,0.5754,0.9818682160200002,0.2103,,1.03846857384,,,0.738185401955,0.4087,,,0.351627334433,0.3835786161259999,0.2478,,,,,,,,,0.6602471129999999,,,,,0.343644550904,,,,
MIMAT0018957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1657,
MIMAT0018958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0005797,4.18787761038,3.22926892174,4.09719245746,3.78797498046,3.39981767231,2.44304281325,3.8930102699,4.8699157182,3.32643510033,3.78091310421,3.6381253651,4.55580771055,3.04520964413,4.07001092126,3.96056621059,4.68342179797,2.1024768008200003,4.640369259719999,3.38299837699,3.33983895198,5.08381865779,0.4671,3.88551948732,3.8546991628300007,2.87677633447,2.39004598648,4.67786618738,3.96957649357,2.9761359888300003,3.73476007769,2.10740133945,4.99913984434,3.19402653393,4.38776800745,2.9382421139200003,1.94577412494,3.4034526463300003,4.50937324599,1.6468485970500002,4.06926392469,2.91888119358,1.6136728645200002,4.90716850345,3.866476387290001,1.32311757377,2.97878263001,4.60521299722,3.5585089881,2.96817051497,3.6924785654,4.15517504895,1.46301318507,2.32371441703,2.03422758643,4.300745228399999,4.1457305169,3.55224951373,2.388405688,2.67427132856,2.43738054888,3.69942433539,3.38343805001,4.26786166379,2.8780335147,6.04823371145,4.31440570361,4.945452624790001,4.07047498335,2.48687748535,5.08267542519,3.64245101079,3.04804497469,2.9306805152,3.13793984441,1.49324114468,1.23133586197,4.09601727509,3.25054443204,4.79090050948
MIMAT0030428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0004703,4.5721440300900005,4.4815961677,3.77573419517,5.2155401294,6.18311583289,7.9884540224,7.993955919039999,8.34150999984,4.55939199644,6.56102597853,8.028050316549999,6.401334274169999,7.97627819036,5.74304156895,5.51440988595,6.74207063875,4.8768923338,4.999071982799999,5.63507385239,5.71230369413,8.365110625429999,8.31450979382,5.07239996201,5.7869703426,3.70285878072,6.62650231131,6.252952069299999,5.89877362982,3.77758358914,6.04049361977,6.52365592125,8.46980032465,6.03367309511,6.44924291272,6.65785848125,6.66403277019,4.7385289845,5.63381628999,6.81138638947,5.728334350340001,7.52937930465,6.12116995755,6.85967572784,5.90553270181,5.44814352512,6.67330046259,5.71919936344,5.93737908748,7.0406775915,5.568637614889999,5.62440084636,5.05856736246,7.9341320617,7.081712134289999,7.080003979260002,5.22301030477,6.56494813484,7.550734370439999,5.553472344509999,6.43618398079,6.79164895477,5.77003426486,6.58347249632,5.03377132369,7.03074808006,6.15794262422,2.90639301822,8.333390728300001,5.09325259756,4.87961065457,6.24708350916,5.821242085580001,5.3079847388,8.13166007714,7.45987511459,7.87972085839,4.28960788033,5.80414538037,7.669895419139999
MIMAT0027679,,,,,,,,,,,,,,,0.3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3838,0.467,,,,,,,,,,,,
MIMAT0026921,0.4424,,,,,,,,0.2937,,,,,0.1888,,,,0.5552,0.5248,0.5006,,,,,,,,0.9386,,,,,,1.3411,,,,,,,,0.2703,,,,0.2097,,,,,,,,,,,,,,,0.2478,,,,,,,,0.2924,0.2551,,,0.1206,,,,0.3481,,0.2656
MIMAT0023701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019770,,,,,,0.6706,,,,,0.1953,,0.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419,,,
MIMAT0019771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2045,,,,,,,,,,,,,,,,,,,
MIMAT0019772,0.2381,,,,0.1951,,,0.4831,0.2937,,0.520858974482,,0.286772554146,0.640817653302,0.3233,,0.1721,0.955122788837,,0.5006,0.5025,,0.2774,,,,,0.9386,,0.786033581637,0.8697,0.9345,,,0.7368,,,0.4225,,0.4904,,,0.374,0.15,0.1377,0.5552,0.7371,,,0.2103,,,0.8490000000000001,,,,,0.320982954692,,,,,,,,0.3838,,,,,,0.2654,0.1206,,,,,,0.1389
MIMAT0019773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019774,,,,0.2333,,,,,0.2937,,,,,,,,,0.5552,,,0.5025,,,0.4279,,,,,,,,,,,,,,,0.3067,,,,,,,,,,,,,0.4344,,,,,,,,,,,,,,,0.467,,0.2924,,,,,,,,,,
MIMAT0019775,,,,,,,,,0.2937,,,,,,,,,,0.2861,,,,0.2774,,,,,,,,,,,,,,,0.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1536,,,,,,0.265,0.419,,,
MIMAT0019776,0.780499907666,0.56,1.56236688586,0.43407198143,1.2913876373100002,0.670570513563,0.975775983645,1.37352889972,1.09012489067,0.3784,1.4538506533700002,2.09608347801,0.1505,1.42084626383,1.17370582226,1.6686,0.70798470057,,1.21176129418,2.36391433005,0.5025,1.5419051869100002,0.885940398879,1.02570192791,0.4157796511289999,,0.988340530066,,,1.82173675067,0.4994,2.21558917421,0.1897,1.01592698001,1.58469582789,1.0983,2.29854538927,,1.27560903829,0.8557255635359999,,0.4978,0.916779640336,0.630213935735,,0.392751940756,2.58523855659,0.5754,0.5729,0.5566690401659999,2.63801814882,0.4344,,1.2184,2.32450191837,0.726812189171,0.3674,0.4581581369609999,0.7571310969580001,0.5429,0.806950354853,0.3834,,0.7094,3.55620136534,0.6867,0.467,0.84,0.743300381793,1.23522645945,0.364267281862,0.489479759781,1.2598181443799998,0.496322139459,0.0939,1.23133586197,1.0645887649,0.685643737969,0.771844487187
MIMAT0019777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019778,0.2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754,,,,,,,,,,,,,,,0.4416,,,0.3838,,,,,,,,,,,,,
MIMAT0019779,,,,,,,0.4029999999999999,,0.2937,,,,,,,,,,,,,,,0.4279,,,,,,,,,,,,,,,,0.490335795089,,0.2703,0.374,,,,,,,0.2103,,,,,0.4158,,,0.1694,,0.2045,,,,,,,,,,0.2551,,0.2654,,,0.182060066004,,0.6284,,0.1389
MIMAT0027676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0007889,,0.2117,,,0.3669315014,,,0.8443757742069999,,,0.1953,1.15598298727,0.1505,,,,,0.5552,,,,,0.2774,,,,,,0.1968,,,,,,,,,,,0.2659,,,1.12686545685,,,,,0.5754,,0.2103,,,,0.5284,,,,,,,0.2478,,0.4416,,,,,,0.1536,0.471798152594,,,0.1206,,,,,,
MIMAT0007888,,,,,0.1951,,,,,,0.520858974482,,,0.1888,,,,,,,,,,,,,,,,,,,,0.5956,,,,,,,,,,,,,,,0.5729,,,,,0.5284,,,,0.1694,,,,,,,,,0.8192,,,,,,,,,,,0.1657,0.1389
MIMAT0027677,,,,,,,0.4029999999999999,,0.2937,,,0.4951,,,,,0.5915,0.5552,,,0.5025,,,,,,,,,,,,,,0.7368,,,,,0.2659,,,,,,,0.7371,,,0.2103,,,,,,,,,,,,,,,,,,,,0.4719,,,,,,0.419,0.3481,0.1657,0.2656
MIMAT0007881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1936,,,,,,,,
MIMAT0007883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0007882,,,,,,,,0.4831,,,,,,0.3557,0.3233,,,,,,,,0.2774,,,,,,,,,,,,,,,,,,,,,,,,,0.5754,,,,,,,,,,,0.1865,,,,,,,,,,,,,,,,,,,,
MIMAT0007885,0.2381,,,,,,,,,,,,0.2867,0.5052,,,0.1721,,,,1.9695771486,,,0.4279,,,,,,,0.4994,,,,,,,,,,1.0661,,,0.15,,,,,,,,,,,,,,0.1694,,,,,,,,,,,,0.2551,,,0.1206,0.4964,,,,,
MIMAT0007884,0.2381,,,,0.1951,,0.4029999999999999,,0.7461714632590001,0.535925967412,0.786407773036,1.15598298727,,,0.5872,1.29433560936,,0.5552,0.2861,0.5006,,,0.885889015431,0.7576,0.1523,,,,0.1968,1.6657692646200002,,,,,,,,,0.3067,0.4904,,,1.4729137867,,,0.2097,0.7370655940199999,,,,0.985180850018,,,,,0.4087,0.3674,,,,,,0.4416,,0.6762,,0.467,0.84,,0.4719,0.1936,0.2654,,0.2694,0.0939,,0.3481,0.1657,0.265593580602
MIMAT0007887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0007886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0030427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0030426,,,,,,,0.4029999999999999,,,,,,0.1505,,,,,,,,,,,,,,,,,,,0.9345,,,,,,,0.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0007401,,,,,,,0.7176,0.4831,,,,,,,,,,,,0.5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1657,
MIMAT0007400,,,0.5737,,0.1951,0.3739,0.4029999999999999,0.8443757742069999,0.2937,,0.520936796834,,0.2867,,1.00343333517,,,,,1.16630795449,0.8744685916439999,,0.5099,,0.1523,,0.5772,,0.1968,0.786033581637,0.4994,0.9345,,0.5956,0.4149,,,,,0.2659,,0.2703,1.1268168608700002,0.2858,0.486044233876,0.2097,,,,0.2103,0.575167623046,0.4344,1.7671273120599995,,1.00152459865,,,0.1694,0.1865,0.6862967551620001,,,,,0.6762,0.3838,0.467,0.84,,0.471798152594,,0.2654,,,,,,,
MIMAT0019954,0.2381,0.396273433403,1.30159185869,,0.1951,0.916517476747,,1.13307797012,0.7461714632590001,0.807243660944,0.1953,,1.21366177665,0.1888,,,0.591526983088,,0.2861,,,0.819387004481,0.2774,0.4279,0.8312540815870001,,0.5772,,0.66410801334,1.0610508344399998,,1.49695123292,,1.60615963899,,,,0.4225,,,,0.867244793244,0.916779640336,0.7288444472,0.2633945918549999,0.701099622532,1.2225598512,1.78678878735,0.5729,0.393808778593,0.4077,,,0.914302311021,0.738185401955,0.4087,0.3674,0.458142637524,0.499780773755,0.542882162457,0.2478,,0.7792339712559999,,1.48221635839,0.3838,,0.84,0.837030414456,0.660157731021,0.364267281862,0.68338904773,0.2318,0.2694,0.4888675610719999,0.7432,1.2415854431,0.4489350059399999,
MIMAT0019955,,,,,,,,,,0.2016,,0.4951,0.1505,,,0.7877,,,,,,,,,0.1523,,,,,0.4459,,,,,,0.6512,,0.4225,,,,0.2703,0.374,0.15,0.2634,0.3927,0.4151,0.5754,,0.2103,,0.4344,,,1.22421651537,0.726812189171,,,0.1865,,,,,,,0.3838,,,,0.2551,,0.6834067424250001,0.1206,,0.0939,,0.6284,0.1657,0.1389
MIMAT0019956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019957,0.7804772590260001,,1.30161342496,0.6102864085490001,0.659063223512,0.3739,1.38468140319,0.8443757742069999,0.746175000171,0.535925967412,0.902730517361,,0.525813842714,0.355727284158,,0.7877,0.1721,,0.2861,1.16633336535,0.5025,,1.7363040691299998,1.0257,0.29,0.3214,1.98243901855,,,,,1.90056126267,,0.5956,0.4149,1.09824966951,0.5216,0.4225,0.3067,0.85561565919,1.0661,0.2703,1.1269,0.524289418099,0.486048868604,0.2097,1.2225598512,0.5754,0.5729,,1.30421006224,0.4344,,,1.00162007748,0.4087,0.3674,,0.1865,0.5429,,,,,,0.3838,0.467,,0.419,0.4719,0.364267281862,0.489479759781,0.521893665497,0.2694,0.0939,,0.862867514075,0.1657,0.1389
MIMAT0019950,,,,0.610311205634,,,,,,0.2016,,,0.1505,,,,0.464764409486,,,0.5006,,0.4671,,0.4279,,,,,,,,,,,,,,0.4225,,,,,,,,,0.7371,,,,,,,,,,,0.1694,,,,,,,,,,,,,,,0.1206,,,,,,
MIMAT0019951,,,,,,,,,,,,,,0.1888,,,,,,,,,,,0.1523,,,,,,,,,,,,,,0.3067,,,,,,0.1377,,,0.5754,,,,,,,,,,,,,0.4592113610639999,,,,,,,,,,,,,,,,,,
MIMAT0019952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1968,,,,,,,,,,,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019958,0.442414539368,0.2117,,,0.3669315014,,0.975775983645,0.4831,,0.535925967412,0.3672865683219999,,0.631882834643,0.764601528908,,0.7877,0.3259,,,,,,0.2774,,,,0.5772,,0.1968,,,,,,0.4149,,,0.4225,0.96151501013,3.71632963696,,,,0.41,,,,,,,,,,,0.738185401955,1.20785685356,0.3674,0.1694,0.3517,0.3835786161259999,,0.686007127439,,0.7094,,,0.467,,,0.2551,,,,,0.0939,1.0078,,,
MIMAT0019959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0005800,,,,,,,0.4029999999999999,,,,0.1953,,,,,,,0.5552,,,0.5025,,,,,,,,,,,0.9345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0005936,,,,,,,,,,,,,0.2867,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1536,,,,,0.2694,,,,,0.1389
MIMAT0005933,1.81232801492,0.8403,2.5566822705,1.15619018061,1.2034568747,,1.70296145204,1.57955810836,0.7462,1.23243228802,0.3672865683219999,2.09610712298,0.2867,1.08285175566,1.5895122547299998,2.76778185818,,1.93221704779,1.06815043139,,1.9695,,1.31257437308,0.757490907808,,0.99855600801,2.30315372379,1.5024,0.1968,2.09060709214,1.16406319821,3.0513242267400003,0.5075,1.83011166196,1.8741711115,,0.5216,2.02226346756,0.55949230456,1.7777233550099998,,,,0.524236389836,0.486048868604,0.2097,1.0002,1.5657989821899998,1.30016793894,0.8358,3.69143114125,0.767822075097,1.3799,1.21837975737,0.7383,1.20785685356,1.29287751674,,0.1865,,0.643467440605,1.14893153581,,,2.19776473324,1.50015778319,1.71949112317,0.84,0.1536,0.976250751072,1.65717166967,0.489479759781,1.20631234704,0.496322139459,,0.419,1.6704489584399995,1.1484426297,0.933250300193
MIMAT0005930,,,0.9831,,0.1951,,,,0.2937,,0.1953,,0.6319402992140001,,,0.7877,,,,,0.5025,,0.2774,0.4279,0.290046401854,0.3214,,,,0.4459,,,0.1897,0.5956,,,,,,0.490335795089,,,1.9854310708,0.15,0.1377,0.2097,,,,,,,,,0.4158,,,0.1694,,,,,0.4416,,1.1348,0.3838,0.467,0.84,,,0.364267281862,0.2654,0.1206,,0.0939,,,,0.382059810045
MIMAT0028215,,,,,,,,,,,0.3672865683219999,,0.1505,0.3557,,,,,,,,,,,,,,,,0.4459,,,,,,,,,0.3067,,,,,,,,,,,,,0.4344,0.8490000000000001,,,,0.66,,0.351627334433,0.2045,0.2478,,,,,,,,,0.471798152594,,,,0.2694,,0.419,,,0.1389
MIMAT0028214,,0.396273433403,,,,,,0.4831,,,,,,,,,0.3259,,,,,,,,0.1523,,,,,,,,,,,,,,,,,,,0.15,0.1377,,,,,,,,1.7671,,,,,,,,,,,,,,,0.84,,,,0.2654,,0.2694,,,,0.314314160973,
MIMAT0028213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4964,,,,,
MIMAT0028212,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9386,,,0.4994,,,,,,,,,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1206,,0.265084994199,,,,0.1389
MIMAT0005939,,,,,,,,,0.2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0021030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6512,,,,,,,1.31021119531,,,,,0.5754,,,,,,,,,,,0.3517,,,,0.4416,,0.6762,,,,,,,,,,,,0.3481,,
MIMAT0021033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0021034,,,,,,,,,0.2937,,,,,,,,,,,,,,0.2774,,,,0.5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3674,,,,,,,,,,0.467,,,,,0.2654,,,,,,,
MIMAT0021035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0021037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0021039,,,,,,,,,,,,,,0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,,,,,,,,0.0939,,,,
MIMAT0000276,0.6213381340990001,0.962344963508,1.3016,0.2333,1.6651748430899995,0.3739,1.1947086941399998,0.4831,0.928363232765,0.925778277182,0.78635908218,0.4951,0.1505,0.3557,,1.66852752859,0.3259,0.5552,0.7295081562729999,,1.16986846897,,1.18392115395,1.61911629866,0.531388827312,1.32027969854,1.56936841347,,0.3699483548969999,1.06107858707,,,0.7678239748010001,1.60615963899,0.999770332683,,0.5216,1.23931907448,,0.490335795089,,0.497859820078,1.12688305751,,0.5856738416089999,0.392751940756,0.4151,1.3047,0.9818682160200002,0.7029,1.30421006224,0.767822075097,,0.5284,1.7392,1.20778230536,0.66,0.321,1.2511023313,0.3835786161259999,0.643467440605,0.3834,,1.5387620140600002,1.48223211801,1.33569426129,0.467,2.0567,,0.2551,0.89651626611,0.489479759781,0.904304168638,0.2694,0.182060066004,,0.8629,0.790778749356,1.44266220397
MIMAT0000275,5.38303304537,5.47478656906,5.47449295829,5.51594724856,5.9084487436,5.13025843085,5.33319522206,6.42829214497,5.21428361318,5.57391811973,6.004422893230001,4.85012715025,5.96699531127,5.16776908651,4.05080127441,4.8741723113,6.775938883589999,5.3373513068800005,5.20846104389,5.09513442131,5.672337561799999,5.64212601125,4.93918143703,5.89977221494,5.136424562149999,6.23558313054,4.67787856099,3.789987247130001,3.923711124680001,5.16049709972,6.1562865491,5.726216491340001,5.359494617799999,5.24038274554,7.222004659019999,5.561031467519999,4.33362042365,3.69022698722,6.19908547971,5.10417943727,5.58583109151,5.48146263789,5.02986148834,6.42102631663,5.65150928352,5.061036719800001,5.115817294019999,5.601077490210001,5.53423372738,3.8420852378,4.79579984544,5.88206633152,6.64892617553,6.80757015579,5.45159849336,5.6378456006,6.5200614018400005,5.30361877639,5.826913793130001,5.20128017793,6.37283143089,5.14542177066,6.16089455039,3.39608340445,5.76071280944,5.71449430609,6.47419676678,5.02690338696,4.646075466459999,6.11455476792,4.87928167019,5.084111502280001,5.21622164166,5.84977649627,5.626457190469999,6.12390596146,4.92945557239,6.080589668200001,4.7096688358800005
MIMAT0000274,5.836957653450001,4.58973080997,5.03306699183,2.17330297119,4.972719549630001,4.67558281352,5.18774931998,4.46472660385,2.46354714773,4.07848163787,4.52552646116,3.1999226434900003,4.11913219986,3.14211127398,3.8889936281,3.16826171495,4.00701441956,3.1666909602599995,3.2890157200200005,3.79259726581,6.390818649530001,3.88410953384,2.65528366419,5.759666575730001,3.65265836862,4.301054443369999,3.6222772089,2.22231984546,2.9214894800700004,2.60168609394,5.17634421965,3.33798836814,4.49202961457,3.4882961996300006,4.0585457619300005,3.4942835924800004,3.21328367768,1.01489729652,4.77020190953,2.97847800922,3.82008501171,3.67163811607,4.20652765269,3.44097846102,4.94669070005,2.58643126949,3.05922627493,4.29449763761,5.26829770386,2.59035360744,3.16999136768,4.89783431392,4.97485974031,4.3548193881,4.72193037938,4.7996952798,4.93466411548,5.538310973759999,4.052878621840001,3.31986647187,4.57637799863,3.9070058023,4.156379969,4.32582564435,5.29527559536,2.76363185259,2.37970383501,4.42906370664,4.22863699334,4.55095387649,4.50352921492,3.4188105297099995,3.72280302871,4.534546265,3.704112427380001,5.5901805520000005,3.78934062777,4.00789006162,4.09345382797
MIMAT0000273,1.17375574938,0.56,,,0.3668,,0.4029999999999999,1.13307797012,,0.2016,0.3672865683219999,,0.7307995153489999,,0.5872,,0.8158,0.5552,,,1.16992435822,,,2.03836450598,0.531354564919,0.3214,0.5772,,0.3699,0.4459,1.16408368959,,0.357330221578,,0.4149,,,,0.3067,,,,0.6708,0.2858,0.926873947766,,0.7370655940199999,,1.97278039732,0.3939,,0.7679,0.8490000000000001,,1.4170145868,0.4087,0.903121971711,0.8053,0.4999,0.2045,0.643565442676,,0.4416,,0.6762,0.3838,0.819230333136,,0.643104050519,0.8269,0.5168,0.489479759781,0.231891728858,,0.906055583374,1.4248,0.3481,0.1657,0.382059810045
