sample,TCGA-OL-A66H-01,TCGA-3C-AALK-01,TCGA-AR-A1AH-01,TCGA-AC-A5EH-01,TCGA-EW-A2FW-01,TCGA-E9-A1R0-01,TCGA-BH-A0BL-01,TCGA-AR-A1AJ-01,TCGA-A7-A13G-01,TCGA-AC-A62Y-01,TCGA-E9-A1QZ-01,TCGA-E9-A1R2-01,TCGA-GM-A2DK-01,TCGA-AR-A255-01,TCGA-E2-A15T-01,TCGA-AO-A1KQ-01,TCGA-E9-A1N4-11,TCGA-C8-A1HL-01,TCGA-D8-A1JD-01,TCGA-D8-A1XA-01,TCGA-E9-A5FL-01,TCGA-BH-A1F2-11,TCGA-A7-A3RF-01,TCGA-A7-A3IY-01,TCGA-GM-A2D9-01,TCGA-D8-A3Z5-01,TCGA-E9-A1ND-01,TCGA-EW-A1P5-01,TCGA-E9-A1RD-01,TCGA-AR-A250-01,TCGA-E2-A153-11,TCGA-AR-A1AQ-01,TCGA-LD-A66U-01,TCGA-BH-A1EN-01,TCGA-AO-A1KO-01,TCGA-BH-A0AU-11,TCGA-E9-A1N5-01,TCGA-D8-A1J8-01,TCGA-BH-A0DL-11,TCGA-E9-A3QA-01,TCGA-BH-A18J-11,TCGA-BH-A2L8-01,TCGA-A2-A3XX-01,TCGA-AC-A2FB-01,TCGA-E9-A3X8-01,TCGA-GM-A2DC-01,TCGA-AR-A24N-01,TCGA-E2-A1B0-01,TCGA-EW-A1IW-01,TCGA-EW-A6S9-01,TCGA-E9-A1N3-01,TCGA-GM-A2DN-01,TCGA-BH-A0BQ-11,TCGA-BH-A0DO-11,TCGA-A2-A3XT-01,TCGA-A7-A4SE-01,TCGA-BH-A0DT-01,TCGA-AC-A6IV-01,TCGA-Z7-A8R5-01,TCGA-AR-A2LJ-01,TCGA-AQ-A1H3-01,TCGA-B6-A1KI-01,TCGA-BH-A1EW-01,TCGA-BH-A1FG-01,TCGA-AR-A0TS-01,TCGA-AR-A1AT-01,TCGA-A2-A1G1-01,TCGA-BH-A18R-01,TCGA-D8-A27P-01,TCGA-EW-A2FS-01,TCGA-E2-A1IL-01,TCGA-A7-A3IZ-01,TCGA-E2-A570-01,TCGA-OL-A66J-01,TCGA-AR-A2LO-01,TCGA-BH-A1FC-11,TCGA-A2-A04W-01,TCGA-BH-A201-01,TCGA-LL-A5YM-01
MIMAT0018939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1206,,,,,,
MIMAT0028125,,,,,,,,,,,,,,0.1888,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865,,,,,,,0.3838,,,,,,,,,,,,,
MIMAT0028124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6708,,,,,,,,,,,,,,,,0.351627334433,,,,,,,,,,,,,,,,,,,,
MIMAT0028126,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5772,,,,,0.9345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0028121,,,,,,,,0.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0028120,,,,,,,,,,0.2016,,,0.1505,,,0.7877,,,,,,,,,,,,,,,,,,,,,,,,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2551,,,,,,0.419,,,
MIMAT0028123,,,,,,,0.4029999999999999,,,0.2016,,,,0.1888,0.810251754597,,,,,0.871531171988,,,,,,,,,,,,,,,,,,,,,,,,,,0.2097,,,,,,,,,,,,,,,0.2478,,0.4416,,,,0.467,0.84,,,,,,,,,,,
MIMAT0028122,,,,0.43407198143,,,0.717657088195,0.8443757742069999,,0.3784,0.1953,0.4951,,,,1.96546276959,,,0.5248,,0.5025,,0.2774,,,0.584082235152,1.56937433315,,,,,,,,,,,,,1.0085797632200002,,,2.18638589463,,,,,0.5754,0.5729,0.2103,0.2182,,,,,1.20785685356,0.3674,,,,0.2478,,,,1.76203510345,0.686655700265,0.819230333136,,,,0.364267281862,,,,,,,,0.1389
MIMAT0019718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4459,,,,,,,,,,,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019719,,,,,,,,0.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670733335838,,,,,,,,,,,,,,,,,,,,,,,0.6867,,,,,,,0.1206,,,,,,
MIMAT0019712,0.2381,,,,0.1951,,0.717657088195,0.4831,0.2937,0.37845171449,,0.4951,0.631988599707,0.7646,,,,,0.5247449511869999,0.8715,,,,1.02561133709,0.29,,,,0.5245,1.0610508344399998,,,0.1897,,,,0.9038,0.7488871370290001,,,,,0.374,0.15,0.486034653278,0.392751940756,1.0002,,0.5729,,0.2182,,1.3799,,0.4158,0.4087,,0.583401133543,0.7571310969580001,,,0.3834,,,0.6762,0.686655700265,0.467,,,0.2551,,,0.3351,0.2694,0.182,0.419,0.3481,0.980680002358,
MIMAT0019713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2694,,,,,
MIMAT0019710,0.2381,,,,,,,,,,,,0.286772554146,,,,0.1721,,,,,,,,,,,,0.1968,,,,,,,,,,,,,,,,0.1377,,0.4151,,,0.2103,,,,,,,,,,,,,,,,,,,,0.2551,,,,,,,,,0.382059810045
MIMAT0019711,,,,,,,,,,,,,,0.3557,,0.7877,0.1721,,,,,,,,,,,,,,,,,,,,,,0.3067,,,,,,,,,,,,,0.4344,,,,0.726812189171,,0.1694,,,0.2478,0.686007127439,,,,,,,,,,,0.231891728858,,,,0.3481,0.314314160973,
MIMAT0019716,,,1.56238488595,,,,,0.4831,,,,,2.34105420279,,,,,,,,2.77248616245,,,,,,,,,,,,,,,,,2.4390742692200003,0.3067,,,,,,,,,,,,,,,0.5284,,,,,0.1865,,,,0.7792339712559999,,,,1.33852643453,1.75279220819,,1.4546900792299997,,,,,,,0.3481,,
MIMAT0019717,,,,,,,,,,,,,,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3481,,
MIMAT0019715,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988340530066,,,,,,,,,,,,,,,,,,,0.2097,,,,,,,,,,,,,,0.2045,,,,,,,,,,,,,,,,,,,
MIMAT0026718,1.57225004336,0.962305529638,0.983073105835,1.4621735178200002,1.20343049911,,0.975823717774,1.37351211194,0.928388384022,0.925778277182,0.7863430308050001,0.8630161708249999,0.4112102701199999,0.8787,0.8103,,1.82137359307,1.52480597951,1.21172126139,1.4109533848700002,1.1699,1.1024,1.90914877688,1.4471165437399998,0.1523,,,1.50250107743,0.1968,1.29196555175,,0.9345,,1.3411,1.9996999896,1.09824966951,0.5216,,0.55949230456,1.38911408912,,0.6943161346150001,1.12686545685,0.728870789163,0.486034653278,0.2097,0.7371,0.985632375023,,0.7029496733249999,1.64273532272,0.7679,0.8490000000000001,0.914302311021,1.00152459865,0.98728686347,1.11110043238,0.904626110284,0.499846347669,0.3835786161259999,1.32125969979,1.14887585044,,,1.7620780375799998,0.3838,1.5415946452200002,1.7528,0.41901842301,1.23522645945,0.7807349596170001,0.6834067424250001,1.20633475537,1.40197106373,0.556382127031,0.419,,1.29875852593,1.2103661850299998
MIMAT0018068,1.81233215792,,0.5737,0.2333,2.45630281824,0.670570513563,0.717657088195,0.4831,,0.37845171449,0.520936796834,0.8630161708249999,0.4112768252929999,1.17523002684,,,0.707954630978,,,,1.8073181665,,0.509966681431,,0.5314280801569999,,0.5772,,0.1968,1.4909900768200002,,1.49695123292,0.1897,0.5956,0.4149,,,0.7488871370290001,,0.490335795089,1.0661,0.4978,1.87321028524,0.630213935735,0.2633945918549999,0.955044051286,,0.985632375023,0.5729,1.17345557655,0.861087086293,0.767822075097,,0.5284,1.22413468834,,,0.320982954692,,0.5428630138430001,0.2478,,,,,0.3838,0.467,0.84,0.1536,0.976064659385,,0.489479759781,0.2318,0.864909804075,0.182060066004,,0.3481,0.1657,0.265593580602
MIMAT0026719,,,,0.2333,,,,,,0.2016,,,,,,,,,0.2861,,,,,,,,,,,,,,0.1897,,0.736745589029,,,,,,,,,,,,,,,,,,,,,,,,,,0.2478,,,,,,,,,,,,,,,,,,
MIMAT0018065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0001631,10.4328255672,5.31210353999,5.458547102560001,5.90627172482,8.96371536236,7.33411676607,6.80132342384,10.3297276583,6.50555507554,9.47798395125,8.28499012098,5.824920776869999,8.59670908827,6.57099135533,10.7938475546,6.9169896111,8.232012218189999,6.767661587819999,5.933174622999999,5.16351918895,9.91824829767,8.77109115399,7.927863964289999,11.4055264222,5.954173015009999,8.71396571816,5.18658529646,5.1631580690300005,3.74654505685,5.65105422997,7.442187921589999,8.26713840627,5.673361820269999,6.211234929419999,8.27575863069,6.7809135012,7.650349706980001,5.68239736825,9.30794686165,6.264855690349999,8.8362929353,6.09093382681,6.26797445262,6.610911075730001,6.6385198605,8.88184206861,6.15013361036,5.93738178567,6.072686158069999,5.880637069800001,6.3828844922800005,6.982310306989999,7.489257091410001,9.77382166228,10.0186165456,8.50191515381,6.950484664460001,7.166346279760001,6.0234021038,8.05692323512,8.2485952584,7.33723375462,6.964723575489999,5.764282658840001,9.60093154713,8.41936264766,5.984122752669999,6.966224801760001,5.17627696139,6.1464091754900005,6.03286703998,5.91110528553,6.22048344887,8.25022179712,7.56295365695,9.03702881285,6.15801031334,8.1185636681,10.3961225807
MIMAT0019065,,,,,,,,,,0.2016,0.1953,,,,,,,,,,,,0.2774,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018104,,0.2117,,,,,,,,,,,0.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490335795089,,,0.374,,,0.2097,,,,,0.2182,,,,,,,,,,,,,,,,,,,0.2551,,,,,0.0939,,,,0.2656
MIMAT0004918,,,,,,0.3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018105,,,0.5737,,,,,,,,,,,,,,,0.5552,0.2861,,,,,,,,,,,,,1.4969,,,,,,,,0.2659,,,0.6708,,,,,,,,,,,,,,0.3674,,,,,,,,1.1347799491,,,,,,,,,,,,0.3481,,
MIMAT0019067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0009451,3.59985232826,2.8087478772900005,1.97456165015,3.20940121393,3.06749830992,3.9539157441199992,3.2293533876,4.43851429746,2.8270255212800004,3.61422856302,3.99359604535,3.38090064449,3.35512512569,3.16475488815,4.11495086268,4.46360024675,2.57087086938,2.38531015801,2.5424918049,5.09511526361,3.0874067656299995,2.57784297229,3.82204019207,4.13545201146,2.8096305147900003,2.58255292088,3.43809134256,4.46481497357,5.24139377083,2.09061534184,3.83156573113,4.67817548772,2.81627148155,2.61147058976,2.1151541276700003,3.41933784715,4.13335966064,3.72775641464,3.4525066128800006,3.99794496759,3.11369524047,2.7589140538700003,3.4676447888300004,3.8224626228300007,1.8889856633,2.8594594665,2.87477479568,3.617296462240001,2.87540544497,2.4729091963900003,3.70953233637,3.1829572150200005,4.8601173948000005,2.6570603657,4.324951771219999,3.19953801922,3.51616361235,2.77717495963,3.81894489182,3.31983244523,2.80644211717,3.61611157156,3.3661628884599994,3.56041741217,3.94022884239,3.38523179828,2.97819780991,2.52110652691,2.9097781842400003,3.91859675096,3.60886912694,2.81946074445,2.49051241609,3.06901988276,1.88328307025,3.47360473132,3.32275369399,3.0102554636,3.06665424743
MIMAT0004916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2858,,,,,,,,,,,0.4158,,,,,,,0.3834,,,,,,,,,,,,,,,,,
MIMAT0015080,,,,,,0.3739,,,,,0.1953,,,0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4416,,,,,,0.1536,,,,,,,,,,
MIMAT0007399,,,,0.2333,,,0.4029999999999999,,,,,0.4951,0.2867,,,,,,,,,,,,0.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1536,,,,,,,,0.3481,,
MIMAT0019985,,,,,0.3668,,,,0.2937,0.2016,,,,,,,,,,,,,,0.4279,,,,,,,,,,,,,,0.4225,0.3067,,,,,,,,,,,,,,,,,,,0.1694,,,,0.935925541343,,,,,,,,,,,,,,,,0.1657,
MIMAT0019984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018445,,0.396273433403,,0.2333,,,,,,,,,0.2867,0.355727284158,,,,0.955122788837,,,,,,,,0.3214,,,,,,,,,,,,0.4225,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018115,1.48252998718,0.2117,,0.43407198143,1.66534104777,,1.55260457795,1.91999099591,0.2937,,,1.95085462575,1.0700317105,2.21245477841,0.3233,0.7877,0.464764409486,,,0.5006,1.80735409506,,0.2774,0.757490907808,0.4157796511289999,,0.5772,0.9386,0.3699483548969999,2.20834314181,0.4994,1.49695123292,,,0.999724988336,,0.5216,0.7488871370290001,0.774444642033,1.0085797632200002,,0.2703,2.18634596792,0.524342444414,0.2634,1.74268485563,0.7370655940199999,1.3046437426100002,0.5729,0.8357032118209999,0.4077,0.4344,1.3799,,3.3720993872900005,0.4087,,0.1694,,0.3835786161259999,0.2478,,,1.5387620140600002,1.99625375781,0.3838,0.467,0.84,,0.471798152594,,0.489479759781,0.1206,0.6923551970049999,0.0939,0.7432,0.3481,,0.683828481505
MIMAT0018113,,,0.5737,,0.1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3834,,,,,,,,,,,,,0.0939,,,,
MIMAT0018112,,,,,0.52045798291,,0.4029999999999999,,,,0.3672,0.4951,0.2867,0.355727284158,,0.7877,0.464818234323,,0.7295081562729999,,,0.4671,0.2774,,0.1523,0.3214,,,0.1968,,,,0.357330221578,,0.7368,,,,,1.3890499854299998,,,0.670733335838,0.410024541295,,0.392751940756,,,,0.393808778593,,,,,0.4158,,,,0.1865,,,,,,,0.3838,,,,0.2551,,0.4895,,,0.0939,0.7432,,,0.265593580602
MIMAT0018443,,,0.5737,,,,1.96353034813,0.4831,,,,,,,1.81223403499,1.2943,0.1721,,0.5248,,,,,,,0.584,,0.9386,0.1968,,,,,,,,0.5216,,0.5594,,,,,0.15,0.1377,,0.4151,,0.5729,,,,,,,,0.66,0.1694,,0.9364,,0.3834,,,0.6762,0.3838,0.819230333136,,,,0.3642,,,,0.0939,0.419,1.24155959488,,
MIMAT0018110,0.923844724713,0.840208069497,1.5623556807,0.610311205634,0.7855446417599999,1.3099260054200002,0.7176,1.13307797012,0.5376,1.23243228802,0.1953,1.39932395348,0.992303970645,0.764643905659,,1.2943,0.815768298328,,1.06819465298,0.5006,1.41498961924,,0.2774,1.4470461577,1.07941840415,0.3214,0.988340530066,,0.66410801334,0.4459,,1.9006,0.507557740224,0.5956,,,,0.7488871370290001,0.3067,1.4964355002599998,,1.16107269481,2.790637083,0.908013998089,0.3790103184189999,1.26786957645,1.4153,0.985632375023,0.5729,0.2103,0.575161165316,,1.7671,1.21837975737,1.8767796861,1.2078481205299998,0.3674,0.6985854998729999,0.499846347669,1.14950162793,0.4592113610639999,,1.05264476864,,2.19779169319,1.50020059914,1.5415627526,0.84,0.535415227471,1.11156853715,0.516803396163,0.8543,0.6872361332060001,0.2694,0.343564061293,,1.0645887649,0.314314160973,0.683865889766
MIMAT0005867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0005866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018119,0.442414539368,0.396273433403,,0.43407198143,0.3669315014,1.30991269989,0.4029999999999999,1.57954194194,0.2937,0.535972332705,0.3672865683219999,0.4951,0.8232587196529999,0.640840044758,,1.96546276959,0.325840734481,0.5552,0.2861,,1.62445827669,,0.2774,1.02570192791,0.290046401854,0.584082235152,0.5772,,0.3699,0.4459,,0.9345,1.08695419984,0.5956,0.999770332683,,0.9038,1.01488659938,0.961554222,0.6845115062980001,,0.6943161346150001,0.670733335838,1.98480889409,0.926990285757,0.701099622532,1.22259956239,,0.5729,0.2103,1.09962000505,0.4344,,,1.4169429959900002,,0.3674,0.1694,0.1865,0.3835786161259999,,0.93601562336,,0.7094,1.7620780375799998,0.3838,0.467,0.84,0.292408770191,,0.1936,,0.5218768769300001,0.8649701105740001,1.68631362994,0.419,,0.1657,0.77187006376
MIMAT0019888,,,,,0.1951,,,,,,,,0.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019889,,,,,,0.3739,,,,,,,,,,,,,,,,,,0.4279,,,0.5772,,,,0.4994,1.4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0000104,5.78157497081,6.2344667975,4.8000511266500006,5.33955087094,5.93260296354,5.980258065569999,5.818284311729999,5.391237884930001,5.09548112236,6.2923016616,6.23569308824,5.8455844867,5.91279632556,6.107149850369999,5.820481033919999,6.052485380909999,4.77372380915,5.841129456490001,5.529448733280001,5.60576971211,5.817937806690001,4.98133621212,6.96593559675,6.48223894275,6.2735278926,5.49707565243,5.48485126865,6.886593135499999,5.53307227389,5.5319289116,4.88473052166,6.511086242669999,5.374187055419999,5.812564989319999,4.68145293796,4.60823250726,4.95652955477,5.756877977819999,5.33326279979,6.9045865528100006,5.12534289489,6.47858800773,7.21620056133,6.622178259450001,5.9768720786300005,8.87411022247,5.80773145619,5.55669844888,5.39072488609,7.121827957510001,5.2626348433,5.95742381594,6.61396835403,4.87320146195,6.991871525360001,4.91385546633,5.052797430869999,5.72656863855,5.71764347691,6.190585484700001,5.36739092886,4.35615790911,6.57812151607,5.16726270628,6.11198655891,5.39728369051,5.53861020206,5.31153912599,5.33722198559,6.60493451575,5.66342685635,7.647731483539999,5.49801594854,5.87021194257,6.14113018413,4.53851675816,4.98022452158,5.49720649793,6.8694562479900005
MIMAT0019882,,,,,,,,,,,,,,0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019883,,,,,,,,,,0.2016,,,,0.1888,0.3233,,,,,,,,,,,,,,,,0.4994,,,,,,,,,,,,,,,,,0.985632375023,,,,0.4344,,,,,,,,,0.2478,,,,,,,,,,,,,,,,,,
MIMAT0019880,1.28414946305,2.3079451098900003,2.2948,1.36716185954,2.76354496877,1.8729,1.703,2.19527623512,0.7462,1.5604031312,1.5988916618399998,1.7893863237999998,0.992220953671,1.92431364806,2.17524879689,2.76778724626,0.707975216108,0.955122788837,2.48708097435,1.4109533848700002,1.6244,0.4671,1.042582452,1.7728001131400002,1.2239307623,0.99855600801,2.78721900944,1.9068,2.21832456399,0.4459,1.40847236055,2.88329453879,1.81962706882,2.19469631535,0.999770332683,0.6512,1.45524855208,2.9000507895300003,1.4103,2.01290631642,,1.16103492049,1.98541361439,1.98480294092,0.848891833044,0.8336757726010001,2.00025133721,2.56094990853,1.78144155688,1.87511659282,1.64278087184,2.1742778213900005,,,2.2248849516900004,2.09577306122,1.29285754089,1.52036766161,1.33241929346,1.57521370727,1.92997675199,1.49886421846,1.48063034399,2.0620315424,3.03130201664,3.05565110543,1.33851088543,2.5211,1.74801437478,1.6452358748500002,1.00372875545,2.27420308034,1.40931571307,1.87552859394,1.22933411175,0.7432,1.2415087592,1.4348429632700002,2.93934768136
MIMAT0019881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019886,,,,,0.3668,,,,,,,,,,0.3233,,,,,0.5006,0.5025,,,,,,,,,,,,,0.5956,,,,,,0.2659,,,,,,0.2097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1206,,,,0.3481,,
MIMAT0019887,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019884,0.2381,,,,,,,,,,,,0.1505,,,,,,,,,,0.2774,,0.1523,,,,,,,,,,,,,0.4225,,,,0.2703,,0.285862557945,,,,,,,,,,,,,,0.1694,,,0.2478,,,,,,,,,,,0.2654,,,0.0939,,,0.1657,
MIMAT0019885,,,0.5737,0.2333,,,,,,,,,,0.1888,0.3233,0.7877,0.1721,,,,,,,,0.1523,,,0.9386,,,,,,,,,,0.7489,,0.2659,,,0.6708,,,,0.4151,,,,,0.4344,,,0.7383,,,,,,,,,,,,,0.84,0.2924,,0.1936,0.2654,,,,,,,
MIMAT0000721,2.54712569968,2.87245044517,1.97452373383,3.41332054885,2.53038546274,1.75144259343,3.37088843949,4.35687060092,3.15413811709,2.45904613151,1.79251257721,2.46047571392,3.75812086993,2.9466601540599995,0.810293122934,2.6051,3.18736944705,1.9322,3.15327959057,1.62010292878,5.25102806638,0.8194,1.73634904741,3.31873582916,2.15409975452,1.69851723939,2.44019867554,1.90681506181,1.60690444486,2.31718368003,3.14718066076,3.0513002627,2.30311644811,2.02385523126,4.8409612781,2.32004020161,1.85328854804,2.76210131899,2.97610208193,3.1852116281800003,1.6724,3.3605482018700004,2.18638929971,2.06254486283,3.35222746136,2.15105816444,2.00023700265,3.61733911804,2.8753924310900003,3.1453473315,0.861036917773,3.06676746415,2.72435529605,2.18213519925,3.94156393265,4.58031641429,2.82590839253,2.4878241629400004,2.7649368338,3.31989266807,2.95328510632,2.39541856903,1.95047391208,2.2663,2.1978,2.39694532241,3.63995064979,2.7071593278600004,2.26876373694,2.22510955826,2.28604215653,2.08115277012,3.21424374943,2.5166654809,2.44273894248,2.67612100784,3.3615883866100003,3.59364491416,2.93931541775
MIMAT0000720,0.7805,2.16278602057,0.9831,2.9057756661500003,2.01438350811,1.12656436344,2.89628101483,2.52932764105,2.1331687976,1.94450523395,2.11559655875,1.9509,3.41582249876,2.02693386646,0.587248285006,2.60506899413,3.60289725675,1.93218538048,2.79131896901,0.5006,4.95405220544,2.38010874856,0.885907110527,2.85113977273,3.08030228498,2.5825685385900004,2.15169295225,1.5024,1.38268477507,2.317149956,3.2760180772500003,1.9006,1.93012513075,2.19468401202,4.71848006561,3.49426485231,2.1648,1.01489729652,3.32187030166,1.4964819272799998,3.7038165529,2.96330579628,1.6190532867299998,1.98480028256,2.80897893491,1.989994821,2.11574813677,2.56094990853,1.56075707177,1.0695,0.8610907488289999,3.4840978729,2.88940487436,2.6571,1.73920243967,2.56368720709,2.06705521915,2.2440973539099995,2.61048713909,2.8568218063,2.9532688887700003,2.01570975885,2.49969195723,2.74762107837,2.5319794581,1.15,2.7512465557200003,1.75279220819,1.23141473702,1.96408817406,1.51939060639,1.4945049833700002,2.755502911,2.7102154843700004,2.36960540046,2.88797556439,3.39938556373,3.69198707297,2.7997591934500003
MIMAT0000723,,,,,,,,0.4831,,,,,,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2103,,,,,,,0.3674,,0.1865,,,,,,,,,,,,,,,,,,,,
MIMAT0000722,1.17378460202,3.2292947241100003,1.5623556807,3.31495037636,3.43880344936,1.61869262771,3.82905261634,4.6360696390400005,3.11710899265,2.20125802375,2.33871743751,2.22806109869,2.57197058555,2.97263013477,2.59064539752,2.9139799277900003,2.7170424897400003,2.3853594251900003,3.18841296239,2.11040237625,3.88254371171,2.38018842437,1.9091287479900003,3.26791473108,2.04153368092,0.584082235152,2.56541650803,2.22231984546,2.5050218753,2.8391867419200003,3.74517306436,2.47404013134,2.49517602266,2.61145731723,4.16957292751,2.8630739129400005,2.29855659195,2.34558639525,3.60065057399,2.69255520551,3.43872939954,2.7588453798500003,2.79066150637,2.48579490261,2.38009568593,1.93202516813,3.17024480043,2.5609291239,3.28919298368,2.8321172385900004,1.7162909374899995,1.79056675944,5.77302148415,2.75486010761,3.00278291861,3.09283782334,2.88374524943,2.6963252472400003,2.3227493503,3.66982618252,2.59900740567,2.94410343071,2.40532712433,1.82401573039,3.695881499,2.82694406558,3.04650685951,3.01983032088,2.01181098834,3.18980329541,2.4081718376,1.85818198855,3.02639286047,2.56754254666,1.96001445182,2.6761233573400003,4.11883450045,3.75835950354,2.30500056629
MIMAT0000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0000724,0.442414539368,,0.5737,1.2655512638700002,0.3668,1.30991269989,,1.5796,0.746175000171,0.2016,0.9028,1.156,0.631931486109,1.56417789855,,,0.81578749991,0.955122788837,,,1.80728223705,0.4671,,0.757490907808,0.531388827312,,,,,0.4459,,,,0.5956,0.4149,0.6512,0.903881171003,0.7489,,0.2659,,0.4978,,0.630192868219,0.2633945918549999,1.5247,0.7371,,,1.52777699209,1.09957160708,0.4344,,,0.4158,0.7268,0.659971805335,0.698634710661,0.634186665335,0.542882162457,0.4592113610639999,,,,,,,,0.1536,0.4719,0.516803396163,0.2654,0.43154059532,0.6924,0.182060066004,0.7432,0.3481,0.314314160973,0.3821
